age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
78,management,single,basic.4y,no,unknown,no,cellular,oct,wed,255,1,12,2,nonexistent,-3.347955121924134,93.98609519117831,-28.30055857036588,3.9479192165601256,4977.007115372223,no
48,management,married,basic.4y,yes,yes,no,cellular,dec,thu,708,18,28,3,nonexistent,0.13028479824572492,93.73950806403332,-29.367683648144205,3.9702850011999176,5026.299503174015,no
64,admin.,married,basic.4y,no,unknown,unknown,telephone,apr,wed,1838,18,22,6,nonexistent,0.4794001824291559,94.18171821242323,-42.17029301430951,4.666039182217524,5139.118375614831,yes
51,admin.,single,high.school,no,unknown,no,telephone,feb,mon,1944,16,2,5,nonexistent,-2.4201893787828053,92.98336071143697,-37.66026925856815,4.312369737641736,5172.650225285493,yes
19,self-employed,single,high.school,unknown,no,no,telephone,may,fri,2497,22,10,6,nonexistent,-0.5493900882963223,93.53077698040401,-43.726511143545565,2.309726530849534,4993.8441355918585,yes
59,technician,divorced,high.school,no,unknown,yes,telephone,aug,wed,9,16,28,4,nonexistent,-2.3631625673343444,93.87784516565591,-50.59035466042594,2.673730914354258,5219.172007907497,no
20,self-employed,married,university.degree,yes,no,unknown,cellular,apr,mon,2871,5,21,2,nonexistent,0.12422438156626946,93.31160125748576,-40.016596951826685,3.2600783866669363,5067.949798628729,yes
47,admin.,married,basic.6y,unknown,yes,no,telephone,nov,thu,797,14,15,2,nonexistent,-1.3815173720691862,94.16347288189003,-32.87236089247534,2.6926386999738026,5208.153960944284,yes
25,services,married,basic.4y,yes,no,no,telephone,feb,thu,3313,22,17,5,failure,0.5492231052350669,94.6112451081587,-35.64333696361965,1.9065230675467035,5106.349892485464,yes
69,technician,single,basic.4y,yes,unknown,no,telephone,sep,thu,3322,1,29,6,nonexistent,1.1529896283623917,93.8586410363853,-28.64903091758272,4.389060345469565,5133.9517540025645,yes
24,services,divorced,basic.6y,unknown,no,yes,cellular,jun,fri,876,6,24,3,nonexistent,-0.7338306141289863,92.20907811196666,-34.40999661237606,4.1351765652357235,5010.13152592015,no
29,self-employed,divorced,basic.4y,no,yes,yes,cellular,mar,tue,1028,27,1,4,nonexistent,0.92320408584418,93.70866220467609,-47.423952426558365,2.3153813612204526,5197.611934842887,no
75,admin.,single,high.school,yes,no,yes,cellular,oct,wed,3190,6,17,6,failure,-3.2378021506099444,93.94968321671426,-44.42304466277926,1.1045330457429803,4986.734960576026,yes
36,technician,single,high.school,no,unknown,no,telephone,nov,tue,1015,23,16,6,nonexistent,-1.179081881278611,92.79310386254221,-47.80434105495561,0.6214260835495894,5224.774986420762,no
43,self-employed,divorced,basic.6y,unknown,unknown,no,cellular,may,thu,1824,12,999,3,nonexistent,-0.9832207791996268,92.90094984394793,-31.805822264426947,1.0067629664210345,5067.275271028504,no
45,management,divorced,high.school,no,yes,no,cellular,jun,fri,373,18,27,0,failure,-1.4040996192509745,93.6670749906995,-28.07837488508339,1.280870002080901,5007.082372310516,no
79,self-employed,married,basic.6y,no,yes,no,cellular,sep,mon,3136,22,3,0,failure,-1.8887570957534456,93.97991762423464,-45.392263979183724,3.494279868988722,5123.81826955128,yes
32,blue-collar,single,high.school,unknown,no,no,telephone,may,fri,2193,9,22,6,nonexistent,0.07021822191051662,94.44000413389807,-32.50398806581663,1.5662931951423396,5192.577723553689,yes
31,management,married,basic.4y,no,yes,yes,cellular,sep,tue,223,16,19,5,nonexistent,-0.7471253463727197,94.13506156343469,-40.35564001304603,3.3932320903620887,5068.631824720099,no
65,services,divorced,university.degree,yes,unknown,no,telephone,jan,thu,1262,15,20,4,failure,-3.0044013312890443,92.37511803396096,-42.31037194545123,2.044618963418628,4965.872730556907,yes
78,management,married,high.school,yes,no,unknown,telephone,dec,wed,2224,25,5,0,success,1.1634200091435,92.9746560244348,-27.213452448139797,4.5382317264448195,5194.313740080504,yes
76,self-employed,divorced,basic.6y,yes,no,no,cellular,oct,fri,1802,2,20,5,failure,0.8600830124668283,92.41654364168741,-42.5334799716501,2.663936912677243,5117.359573498014,no
31,management,divorced,university.degree,no,no,yes,cellular,apr,tue,852,5,4,4,nonexistent,-1.7033519245889825,94.1194355486515,-35.001389804674474,3.560541236268106,4988.163540457008,yes
20,blue-collar,married,basic.4y,yes,no,no,cellular,jan,tue,3353,29,29,0,nonexistent,-2.2182549146883495,92.74605639952274,-33.764125683738044,2.6281662173540963,5203.246295593345,yes
67,self-employed,single,university.degree,no,yes,unknown,cellular,feb,mon,62,23,19,1,nonexistent,-0.3833343477584107,92.34582100254455,-32.324604013477696,4.615170726128318,5168.115279159943,no
46,blue-collar,married,basic.6y,no,no,no,telephone,feb,wed,1240,21,29,2,failure,-3.19212347079972,92.26944399462805,-30.19802477409432,3.6246069996740284,5104.48455659703,yes
77,management,married,basic.4y,no,no,unknown,telephone,oct,tue,3925,13,8,5,nonexistent,-1.0192306869567906,92.32058826082259,-37.26813860297868,3.425497138187377,5081.7703351979135,yes
71,blue-collar,single,basic.4y,no,no,unknown,telephone,nov,wed,2874,19,20,6,nonexistent,-0.17139836382536572,92.69193211304044,-36.354915569083424,3.2061239020115972,5150.311082800957,yes
23,management,single,high.school,unknown,unknown,yes,telephone,may,thu,2842,1,24,3,failure,-1.447910739463459,94.19059371375275,-33.80381704250081,4.949890688160581,5059.390508831376,yes
66,technician,married,university.degree,yes,unknown,unknown,cellular,jan,fri,688,29,29,4,nonexistent,1.2669994231419122,92.66563794089069,-47.24159058217684,3.6129338118615704,5136.807921390096,no
40,management,divorced,high.school,yes,yes,no,telephone,oct,tue,1484,16,3,0,failure,0.050551666043143546,92.78782083150001,-46.0187949019125,3.918216804911621,5003.514747360341,yes
45,admin.,married,basic.4y,no,unknown,unknown,telephone,mar,thu,1633,7,24,6,nonexistent,1.0835204217784853,94.46594241240304,-32.53299086096224,0.9595328497523691,5001.273156854092,yes
31,blue-collar,divorced,high.school,unknown,unknown,no,cellular,nov,mon,2152,13,4,1,nonexistent,0.9578777398467433,93.23848206911362,-47.57432834894177,4.1825790465914645,5045.875572290216,yes
31,blue-collar,single,high.school,no,yes,no,telephone,jun,wed,3170,24,7,0,nonexistent,-2.767853632715646,93.42471798355838,-34.34562304326465,3.2255534187061565,5197.896259949899,yes
37,services,single,basic.6y,yes,yes,no,cellular,jan,thu,510,22,16,1,failure,-0.1905797611846035,92.00762246890916,-50.025303629967944,2.0813124944882495,5188.511856775616,no
30,services,divorced,high.school,yes,no,no,cellular,dec,wed,384,16,14,3,nonexistent,-0.535901276354818,92.22990122704219,-42.7326115981265,3.1594379827088583,5093.763334109807,no
44,admin.,married,basic.4y,unknown,no,yes,cellular,nov,wed,404,28,19,2,nonexistent,-3.1368124990747135,94.07367004630123,-34.97235889342229,3.352420578226644,5118.458269920425,no
77,blue-collar,single,high.school,no,yes,no,telephone,jan,tue,2870,12,12,6,success,-1.8741419084837754,92.93369670292671,-33.90953582372779,1.7448335979834566,5129.599601045653,yes
52,blue-collar,divorced,basic.4y,unknown,no,yes,cellular,mar,wed,517,7,14,2,nonexistent,-0.8340231228846594,92.41870720591626,-35.74020688242086,2.523084554272542,5062.30952051701,yes
62,services,divorced,basic.4y,no,no,unknown,cellular,sep,thu,475,25,28,1,nonexistent,-0.7688583471781849,93.20065732833527,-40.24720144973787,3.7739285915284406,5149.100464019389,no
78,services,married,basic.6y,unknown,no,no,cellular,feb,mon,2000,14,3,5,nonexistent,0.5075727021834101,92.12627354015389,-44.71334959608758,1.5937314442895871,5124.455045512867,no
73,management,divorced,basic.4y,yes,yes,unknown,telephone,dec,tue,2756,18,17,6,nonexistent,-0.5793400922155539,93.98625353038034,-36.14218499961575,4.2789514869255365,5057.327885766091,yes
19,self-employed,divorced,basic.4y,unknown,unknown,yes,telephone,jun,fri,3934,21,18,0,nonexistent,-1.1607688601074089,92.22453862771584,-46.379150850189625,0.9411166449916434,5038.6843427751155,yes
58,blue-collar,married,basic.6y,yes,unknown,no,cellular,mar,mon,1668,19,23,2,nonexistent,0.2094051235471745,92.15364907506212,-49.359638644089905,3.157358221427766,5223.010272798052,yes
62,blue-collar,single,basic.4y,yes,yes,no,telephone,jun,thu,1893,28,27,0,nonexistent,-0.6597281498412167,93.17516273670931,-50.331497558540406,2.270621851104391,5038.79595273708,yes
57,management,single,basic.6y,no,yes,yes,telephone,nov,tue,2818,13,7,4,nonexistent,0.8420316818938439,93.64380831777362,-44.40118885819931,0.8345789648453107,5009.637031110978,yes
65,blue-collar,single,university.degree,unknown,no,unknown,telephone,nov,wed,1460,2,13,0,nonexistent,0.946235894678712,94.13891344927161,-50.083805356324135,4.007742274252038,5184.351366986314,no
41,admin.,divorced,university.degree,unknown,yes,yes,telephone,jul,mon,3094,19,999,5,nonexistent,-0.4989385449773959,92.19869128289822,-44.8439127349034,3.004784099940359,5178.0662892975315,yes
46,services,divorced,university.degree,unknown,yes,unknown,telephone,jul,tue,3044,4,1,4,nonexistent,-0.6911891450374433,92.93749529775401,-43.883207688172924,3.7474336303176377,5026.751229372179,yes
20,services,married,basic.4y,unknown,yes,unknown,cellular,feb,fri,3636,14,19,4,nonexistent,-0.033855474602717484,92.75198436226718,-42.556094134900015,2.2725420400814804,5188.079632139255,yes
62,self-employed,divorced,high.school,no,yes,unknown,telephone,mar,fri,2724,2,26,2,nonexistent,0.08246056171994148,94.08252350545472,-33.747822973894955,4.382329593225177,5204.734469258432,yes
21,services,divorced,basic.6y,no,no,no,telephone,apr,fri,713,18,28,4,nonexistent,0.09040981999072169,93.03439275599241,-40.252642400991355,0.9683086420607472,5051.347008914967,no
67,technician,single,university.degree,no,no,yes,telephone,aug,tue,3529,24,21,0,nonexistent,-0.42060880450542193,93.7579908075903,-27.25130736771751,1.6267551314739293,5050.506011714961,yes
19,admin.,divorced,basic.6y,yes,yes,no,telephone,may,mon,82,19,2,6,failure,0.2615053177463419,93.3702592345675,-28.158171104076555,4.096253858563751,4998.23536402211,no
37,admin.,divorced,university.degree,yes,yes,yes,cellular,jan,wed,1168,19,15,3,nonexistent,-2.7082451980341373,93.59504349752265,-27.34125885581994,4.800588724536147,5125.163003071551,yes
71,management,divorced,university.degree,yes,unknown,unknown,cellular,sep,mon,3156,4,22,5,success,0.5430739635187691,93.02375695713778,-40.94771267554605,4.3243611667850335,5147.1591203184535,yes
70,technician,married,basic.4y,no,unknown,no,telephone,jan,wed,3149,27,2,0,success,-1.9099244255754004,92.66992689161096,-49.74355809327683,1.615785741093903,4983.011383757834,yes
32,blue-collar,divorced,basic.6y,yes,yes,no,cellular,feb,mon,2504,21,23,1,nonexistent,0.8513011965937731,92.16727215073543,-30.23888598696888,2.133569553075349,5018.855206509235,yes
66,self-employed,married,basic.4y,unknown,unknown,no,telephone,jul,mon,1901,19,5,6,nonexistent,-2.7672340157677837,92.4857138585126,-40.40621585400097,3.9681831361050914,5035.125611359581,no
49,admin.,single,basic.6y,yes,unknown,unknown,telephone,nov,tue,2048,22,7,1,nonexistent,-3.382705093356167,92.48328129542953,-35.476238819512346,4.763596604123608,5081.5833141232215,no
78,technician,divorced,basic.6y,no,no,yes,cellular,mar,fri,50,26,22,0,failure,-3.3247714155899577,94.61755561377078,-30.642085967659497,1.872688179800273,5181.46598119414,no
59,technician,married,high.school,no,no,unknown,cellular,jun,fri,684,3,11,1,nonexistent,-2.3912324553572346,94.62466608291575,-36.285376359395386,2.299905265204444,5022.910780558753,yes
18,admin.,single,university.degree,no,no,no,telephone,aug,fri,716,8,4,3,nonexistent,-2.8538818044880236,92.71624359193085,-33.18802092662833,0.7006390124864575,5177.2070302622105,no
55,management,divorced,basic.4y,no,unknown,no,telephone,may,fri,3843,4,4,1,nonexistent,-0.7412185519016872,92.29579703213915,-44.85491563816373,2.8193682109807976,5198.962291582007,yes
52,technician,married,high.school,unknown,yes,unknown,cellular,jan,mon,1469,21,2,2,failure,-1.2476121527374382,92.7888109473301,-46.13818872534025,0.987911643079135,5016.6418539706665,yes
68,services,married,basic.6y,yes,no,no,telephone,oct,fri,448,3,3,6,failure,-0.49094672783496485,94.23005267786834,-37.52906489987429,0.9766089106785438,5226.216663509779,yes
24,technician,single,university.degree,yes,unknown,no,telephone,dec,mon,880,5,23,6,nonexistent,-2.475246056443378,94.43814517359742,-35.553094843145885,3.9497909996540566,5100.281448763111,yes
62,blue-collar,divorced,basic.4y,no,yes,yes,cellular,mar,wed,487,11,4,6,nonexistent,0.21842725582513184,93.40308476106841,-29.9644193693578,2.1132475682850673,5109.555810484731,no
30,admin.,divorced,high.school,yes,no,yes,cellular,nov,thu,1823,29,28,3,nonexistent,-0.46974911377620165,93.51233332516244,-31.168572428051302,4.716814916070115,5126.552136008851,yes
66,blue-collar,divorced,basic.6y,unknown,unknown,yes,cellular,feb,thu,2081,23,24,6,nonexistent,-2.338267349168512,93.28437008997209,-27.161634022825933,3.750767716013553,5175.941233442189,yes
18,management,married,high.school,no,no,yes,telephone,jun,wed,3419,19,2,2,failure,-1.4851600978633532,92.51185556272473,-27.704153949172873,1.896953853503774,5136.38585534696,yes
31,self-employed,divorced,basic.6y,yes,unknown,yes,telephone,may,mon,2142,19,9,2,nonexistent,0.04738627508268532,92.13936655420916,-35.8981163163035,3.600280890088851,5157.9698373498095,yes
46,services,married,basic.6y,yes,no,yes,cellular,jul,fri,3143,17,18,6,nonexistent,-0.1342207676380991,93.73991145508018,-38.76703949564317,4.408639283610535,5079.902660134314,yes
75,admin.,married,university.degree,yes,unknown,no,cellular,feb,tue,1574,2,23,3,nonexistent,-0.7007759264697523,94.2364436949267,-32.62063927270991,2.5185633634218374,5119.644454247606,yes
20,technician,single,basic.4y,yes,yes,no,telephone,jun,mon,2201,20,7,5,failure,1.2992860040108205,94.09817240088785,-44.55319525538057,3.071795398309422,5028.957179708049,yes
63,services,married,university.degree,no,no,yes,telephone,nov,mon,249,28,27,2,failure,-2.7672515365734207,94.52082730152823,-42.37821134582818,1.5569489233774365,5059.677513577328,no
41,technician,single,basic.4y,no,no,unknown,telephone,may,wed,673,9,22,1,nonexistent,-1.056260537305108,94.2782142410588,-32.46569063008277,2.369718288302175,5130.653157851696,no
18,management,single,basic.4y,unknown,unknown,yes,cellular,jun,wed,437,3,5,0,failure,-0.4046329980375816,92.80521314352112,-28.095699975846177,3.1478171360975296,4974.447290449441,no
65,self-employed,divorced,basic.6y,no,yes,no,cellular,may,tue,2165,10,22,3,nonexistent,1.371324540638573,92.32707835590352,-29.400962563741803,3.3081045144222605,5116.648423452569,yes
27,admin.,single,high.school,yes,yes,unknown,telephone,jul,fri,770,21,6,6,nonexistent,-0.7955656262605346,93.20605473068672,-49.058712945513705,3.768151334419697,5109.266145224223,yes
30,management,divorced,basic.4y,yes,no,unknown,telephone,may,thu,3962,9,5,0,nonexistent,-1.2766218608138424,92.97526216423098,-45.25719547934737,4.812354033242725,5012.981443337107,yes
53,management,single,basic.4y,yes,unknown,unknown,telephone,jul,fri,3377,20,12,3,nonexistent,1.027000882373342,94.04003159843535,-44.268180300287156,4.28956442433734,5210.505083503837,yes
26,self-employed,married,basic.4y,unknown,no,no,telephone,jan,fri,267,4,12,3,nonexistent,-0.9693614055712579,92.19032581350552,-41.64178382762382,4.346983822018806,4985.736301744387,no
31,management,divorced,basic.4y,no,unknown,unknown,cellular,sep,mon,1984,22,24,2,success,1.1082924205534117,94.64042836142092,-49.10965414691953,3.0530529196643026,4977.227986944827,yes
53,management,married,basic.6y,no,yes,no,cellular,jun,tue,1077,7,20,0,nonexistent,0.20196446327488302,94.68007086293096,-45.28189591973772,1.23436341843481,5191.3946402696065,no
27,technician,divorced,university.degree,no,no,no,cellular,sep,mon,235,12,4,5,nonexistent,-2.5941292315549114,92.24736533022195,-33.68418501653507,3.3961648934914037,5185.860635759598,no
57,blue-collar,married,high.school,yes,unknown,yes,cellular,jan,wed,388,11,5,6,nonexistent,-2.596164811138063,93.21509823458997,-44.957615060426285,2.3875365494605036,5068.40567251597,no
40,technician,single,basic.6y,yes,yes,no,cellular,feb,thu,3037,22,9,1,nonexistent,-1.8737259112177584,94.51760836677506,-28.273250889410303,0.7400995651948608,5221.591908075774,yes
52,self-employed,divorced,basic.6y,yes,unknown,unknown,telephone,jul,tue,3805,29,26,0,success,-3.0752031341853843,92.52438766309724,-40.68948936104942,1.457356356271145,5221.610953269857,yes
72,services,divorced,basic.6y,unknown,no,no,cellular,apr,tue,762,29,28,3,nonexistent,-0.7958039230143431,93.938198917353,-48.417510396811174,3.939927299648004,4996.6567720376215,no
24,self-employed,divorced,basic.4y,unknown,unknown,no,cellular,oct,fri,1848,29,19,1,nonexistent,0.7267632818124413,93.99139963495209,-30.66013060454461,3.376422825612619,5090.420365229926,yes
59,self-employed,single,high.school,yes,no,yes,cellular,jan,mon,2448,27,25,2,failure,-1.4798817833590516,92.65407186555977,-28.91952747121818,4.905098766118117,4977.7156462491985,yes
52,self-employed,married,basic.6y,unknown,yes,yes,telephone,may,fri,623,15,9,1,nonexistent,-0.2880801336272086,92.01726574950166,-28.618096700668897,4.663160806967595,5058.226797816284,no
19,self-employed,single,basic.6y,unknown,unknown,no,telephone,apr,fri,2814,20,24,1,nonexistent,1.3111150789917203,93.86051300271566,-38.99509238061253,3.2147413563404807,4982.556375587622,yes
32,management,single,basic.6y,unknown,yes,no,cellular,jun,tue,3374,14,27,0,nonexistent,-2.4700751638055443,93.72831832547435,-28.799788019013544,1.2817423955256075,5006.127232963185,yes
26,self-employed,single,basic.4y,no,yes,no,cellular,jul,thu,2966,7,15,3,nonexistent,-1.681284177577484,93.81918538017673,-33.85038240135213,2.0799214131732944,5199.713207505763,yes
64,services,married,basic.4y,unknown,no,yes,cellular,nov,wed,3278,15,17,3,success,-3.2800489619279625,92.43804191099032,-46.124783708530806,1.6252470522080595,5186.926738163631,yes
34,self-employed,single,basic.6y,yes,no,yes,cellular,mar,fri,1252,14,26,3,failure,-2.2869088416744012,93.69045591482127,-38.05670116830135,2.670271656699647,5190.5232939595535,yes
79,technician,divorced,basic.4y,no,yes,unknown,telephone,jun,thu,2900,28,27,4,nonexistent,0.3412135722000714,93.51668886195594,-40.455038733906825,4.122523121994212,4972.237507020078,yes
56,management,single,high.school,unknown,no,unknown,cellular,feb,fri,3981,11,2,2,failure,-0.24836691649094686,93.26715461227727,-40.019823628746785,4.216132955101295,5114.150038357067,yes
69,technician,married,basic.4y,yes,yes,unknown,cellular,dec,thu,577,10,24,0,nonexistent,0.3622798662899494,94.17538369916768,-40.92143512965537,1.3834891614999525,5168.3440234541995,no
35,management,divorced,basic.6y,unknown,no,unknown,cellular,oct,mon,2122,19,999,3,nonexistent,-1.3584950883759561,93.08723473991554,-46.6109468281958,3.0159857742468716,5146.542976719548,yes
32,technician,married,high.school,yes,no,yes,cellular,apr,wed,434,3,20,1,nonexistent,0.1310408889079207,92.98914809191069,-41.47821672214249,3.5776236251586724,5096.009841194204,no
35,admin.,single,basic.4y,yes,unknown,yes,telephone,oct,tue,2150,12,2,4,nonexistent,-0.5221259861504134,93.51481559387892,-38.563167503537436,2.3451790963245642,4995.800642750878,yes
41,blue-collar,married,basic.6y,unknown,unknown,no,cellular,sep,mon,3493,13,29,2,nonexistent,-1.8235921672877098,94.64373836671595,-43.97238409178569,4.583921084809292,5168.312745293907,yes
40,blue-collar,divorced,university.degree,unknown,no,unknown,cellular,jul,fri,3775,7,18,3,nonexistent,-1.4204620590608759,92.96392064370221,-46.57326916923277,2.179683951400035,5198.976295275495,yes
29,management,married,university.degree,no,yes,no,cellular,feb,fri,763,12,999,4,success,-0.8016137306821832,93.24692405658013,-46.06217368762933,2.7565931093433966,5034.588384936322,no
40,admin.,divorced,high.school,unknown,yes,no,cellular,jun,wed,2785,22,7,6,nonexistent,1.1908869921114653,92.74570415323629,-46.1880096268044,3.1820776175372596,5106.3228859264855,yes
38,services,divorced,high.school,yes,yes,yes,cellular,apr,wed,2853,2,29,2,nonexistent,1.0705380748900004,93.90291486570318,-40.12266678001733,2.4803510692178645,5093.314172421638,yes
79,admin.,single,high.school,no,no,no,telephone,aug,wed,1329,1,18,5,nonexistent,1.3350916007360771,93.01943852631118,-45.80299970546709,4.83999453898541,5157.520200176869,yes
43,management,single,basic.4y,yes,no,no,telephone,dec,fri,2145,6,3,5,nonexistent,-3.3212237163003167,93.93955089998035,-33.655884044788614,3.9460475452261914,5208.539354189858,yes
25,admin.,divorced,high.school,yes,yes,yes,cellular,aug,fri,3921,25,15,1,nonexistent,0.04246320564356512,92.40798857489996,-42.77849730025069,4.247967705855484,5083.447324088367,yes
47,services,married,basic.4y,unknown,unknown,yes,telephone,jan,tue,2845,19,4,6,nonexistent,0.8943461662488479,92.7385401856285,-28.348715265347465,3.9115731352263716,5085.92951015719,yes
51,management,divorced,basic.6y,yes,unknown,yes,cellular,aug,wed,1358,25,4,4,failure,0.14857100291418007,92.57765906453204,-49.30077211415375,3.1876696393558093,5023.400317259238,no
19,blue-collar,single,basic.4y,unknown,yes,yes,cellular,oct,thu,2906,6,27,0,nonexistent,-1.4012761035148915,94.17672746217384,-43.392130703537134,0.7239220326383323,5011.009890849101,yes
22,self-employed,married,basic.4y,yes,no,unknown,cellular,jul,tue,2482,13,1,6,nonexistent,0.07900033134951126,92.25078973808291,-33.15342527692777,3.9648708656069376,4973.8075367937745,yes
48,admin.,divorced,basic.6y,no,no,unknown,cellular,jan,thu,446,4,22,2,nonexistent,-1.2681602359100448,92.70544870543935,-34.433677312980215,3.295854478088986,5179.850183314818,no
50,blue-collar,single,university.degree,unknown,yes,unknown,cellular,mar,mon,2017,26,5,4,nonexistent,0.028139063979106243,93.42069278733655,-40.7468900898611,0.9552236288273479,5070.029561256333,no
71,blue-collar,divorced,basic.4y,no,unknown,no,cellular,may,wed,1331,26,29,4,nonexistent,0.34568395702192495,92.24590997067347,-30.002274715546992,1.1217596177290663,4982.969551329936,yes
21,technician,divorced,basic.4y,unknown,yes,unknown,telephone,mar,tue,248,26,26,2,failure,0.6473230712947449,92.03095464236081,-49.094208249244126,2.717250197979051,5109.3774711175965,no
23,services,divorced,basic.6y,no,yes,yes,cellular,mar,tue,165,14,6,4,nonexistent,0.0945171471952786,93.93519878060657,-38.63255690272499,4.352489217030635,5052.30012488765,no
40,self-employed,married,high.school,unknown,yes,unknown,telephone,jan,mon,3552,16,14,4,nonexistent,-2.6319095617183574,93.71802147691746,-46.01011009847219,3.0364921380065604,5220.553613226209,yes
62,admin.,single,basic.6y,no,unknown,yes,telephone,aug,mon,3031,28,9,2,nonexistent,1.0941336344671337,92.02356170934804,-41.86275218794947,4.646309370762465,5082.043446146459,yes
36,blue-collar,single,university.degree,no,yes,unknown,telephone,sep,mon,1358,29,9,6,nonexistent,-2.375728620410929,92.13589969587721,-34.09241502797253,4.188871415686835,4990.787039599553,yes
60,blue-collar,divorced,high.school,unknown,unknown,unknown,cellular,may,tue,1019,2,18,1,nonexistent,-1.6836702833515886,92.6142381665352,-48.434561303421816,3.3754479734295013,5132.41569521019,no
62,services,divorced,university.degree,unknown,no,yes,cellular,jan,fri,541,9,23,5,failure,-1.3402802421320472,94.53730091482113,-49.75385714947854,1.9787932220411937,5173.463823860692,no
25,self-employed,divorced,basic.4y,yes,unknown,yes,cellular,jan,thu,758,13,15,0,nonexistent,0.019582902970850885,93.82763545574596,-40.742156856845305,4.352028477252307,5117.3560357129845,yes
56,self-employed,married,university.degree,yes,unknown,no,cellular,sep,thu,3177,21,21,2,failure,-0.034064719506115754,94.25400072149093,-44.31302260078435,3.5004504926905153,5168.540528058086,yes
30,blue-collar,single,university.degree,unknown,yes,no,cellular,jan,mon,3634,14,22,3,nonexistent,1.216277451567217,94.12653882481685,-33.57957192323103,3.0321675120497518,5042.873779497387,yes
18,blue-collar,divorced,basic.6y,unknown,no,no,telephone,sep,fri,2128,14,8,4,failure,-2.495141896900758,94.75247013601187,-49.233340794236106,2.8027427725669303,5104.121208949454,yes
23,blue-collar,single,high.school,no,yes,unknown,telephone,mar,fri,2180,5,23,6,nonexistent,-1.236498168418793,94.66043994187976,-27.70052003511226,1.5363734865703453,5182.34804794482,yes
24,blue-collar,divorced,basic.4y,no,unknown,unknown,cellular,mar,mon,796,2,7,0,nonexistent,-2.42208403054136,92.18845747751968,-35.96402275738441,0.6692502204428535,4983.48340528526,no
65,technician,single,basic.4y,yes,unknown,yes,telephone,apr,wed,2947,5,18,0,nonexistent,-0.17169937766299967,92.06352732732935,-38.81974962900135,3.7526307591179724,5032.220449360801,yes
79,technician,divorced,basic.4y,yes,yes,yes,telephone,may,tue,137,6,999,2,success,-2.3774518300369945,93.39179218207327,-40.940063125945635,4.646286599093839,5129.412601990051,yes
44,self-employed,married,high.school,yes,no,no,cellular,jun,wed,2231,2,27,3,nonexistent,0.7658872203040413,92.76083109084853,-32.898774776773514,1.4081138499311034,5097.448320540895,yes
32,management,divorced,high.school,no,unknown,yes,cellular,jun,fri,3472,1,16,3,nonexistent,1.3171545807476994,93.41278613418909,-42.28386152008255,4.712784075979341,5167.166699889422,yes
69,admin.,divorced,university.degree,no,unknown,unknown,cellular,oct,mon,1353,16,25,1,nonexistent,-1.879167065717413,92.2538852358064,-32.23094489261341,0.9164120339392261,5010.7221682804875,yes
79,services,divorced,university.degree,no,unknown,yes,telephone,sep,tue,2832,22,17,3,failure,0.14893706017119146,94.54481509698338,-33.81444891188921,3.0308467329274387,5187.7193504921215,yes
51,management,divorced,high.school,yes,no,yes,telephone,jan,thu,3579,9,23,5,nonexistent,-0.8425564127797823,94.16747944441074,-37.62275984169689,1.1084600821683068,5127.206996483035,yes
75,technician,divorced,basic.4y,unknown,yes,yes,telephone,sep,fri,1875,25,25,2,failure,-1.6754601651203667,93.54592625599427,-29.56072742043526,4.5120596133859525,5017.376410819497,yes
74,technician,single,high.school,yes,no,yes,telephone,apr,tue,3031,14,14,0,nonexistent,-2.482112854340047,93.30219875257245,-42.53093961108125,1.054256835493863,4978.5442825024475,yes
40,technician,single,basic.6y,no,no,yes,telephone,jul,tue,68,9,5,0,nonexistent,0.05219885275100125,93.31178342073626,-49.41738102361918,1.7046403308122449,5223.328984736627,no
65,management,married,high.school,yes,unknown,no,telephone,jun,wed,2593,29,21,3,nonexistent,-2.6380333160947567,93.72611008847502,-41.808792416843254,4.146109719438792,5081.028699219388,yes
66,technician,divorced,high.school,yes,no,no,telephone,sep,thu,3845,5,16,4,success,-2.052939930550855,93.52695493170661,-29.87949553630182,3.6293416251500914,5034.375661987819,yes
41,management,single,basic.4y,yes,unknown,unknown,cellular,feb,wed,2100,15,17,6,nonexistent,1.0141353734742744,93.35026631399954,-48.95215605710402,2.3077624979288482,5011.286408897433,yes
32,technician,single,university.degree,yes,no,no,telephone,nov,wed,1473,10,20,5,success,-0.9598500346565928,93.90191896220594,-32.56064391324476,4.281784265162958,5028.192048231806,yes
52,blue-collar,divorced,basic.6y,no,no,yes,cellular,feb,wed,204,15,18,6,nonexistent,0.6996060986356357,94.14194660776184,-31.07631092875762,3.3970797542529185,5093.135686405174,no
21,blue-collar,divorced,basic.6y,yes,yes,no,cellular,jul,wed,2173,17,1,1,nonexistent,0.28421142399392313,93.80027049437656,-40.57193032602579,1.743020911078554,5189.193406061145,no
61,admin.,married,basic.6y,no,no,unknown,telephone,dec,fri,3818,3,29,3,nonexistent,-1.5940531114577374,93.09588454839012,-46.15098731395733,3.857185212479628,5018.744548862184,yes
54,technician,married,high.school,yes,yes,no,telephone,sep,thu,42,8,24,5,nonexistent,-2.353482617344384,93.16010712724368,-42.303176727346546,2.065462763552605,5060.987270629084,no
